omp_thrd,Gauge_group,MPI_size,GLB_T,GLB_X,GLB_Y,GLB_Z,LOC_T,LOC_X,LOC_Y,LOC_Z,algb_kernel,geom_type,RLXD,SITE_FLOP,SITE_BYTE,Dirc_Data_Mov,Dphi-Reps,Dphi_KB,Dphi_msec,Dphi_GFLOPS,Dphi_BAND,Fused_Reps,Fused_KB,Fused_msec,Fused_GFLOPS,Fused_BAND,Job_Output
15,3,2,12,8,8,8,6,8,8,8,AVX2,OLD,12345,1320,3072,9437184,13690,9216.000000,2104.326904,26.3806,61.395,13690,9216.000000,2038.248047,27.2359,63.3853,job.na.out
16,3,2,12,8,8,8,6,8,8,8,AVX2,OLD,12345,1320,3072,9437184,13971,9216.000000,2072.956055,27.3296,63.6033,13971,9216.000000,2011.901978,28.1589,65.5335,job.na.out
13,3,2,14,8,8,8,7,8,8,8,AVX2,OLD,12345,1320,3072,11010048,11673,10752.000000,2072.495117,26.6459,62.0123,11673,10752.000000,2013.722046,27.4236,63.8223,job.na.out
14,3,2,14,8,8,8,7,8,8,8,AVX2,OLD,12345,1320,3072,11010048,12130,10752.000000,2082.854004,27.5514,64.1197,12130,10752.000000,2007.338013,28.5879,66.5318,job.na.out
15,3,2,14,8,8,8,7,8,8,8,AVX2,OLD,12345,1320,3072,11010048,12216,10752.000000,2025.107056,28.538,66.4156,13725,10752.000000,2196.364990,29.5631,68.8014,job.na.out
16,3,2,14,8,8,8,7,8,8,8,AVX2,OLD,12345,1320,3072,11010048,12676,10752.000000,2033.987061,29.4833,68.6157,14209,10752.000000,2197.706055,30.5869,71.1841,job.na.out
13,3,2,16,8,8,8,8,8,8,8,AVX2,OLD,12345,1320,3072,12582912,10885,12288.000000,2070.054932,28.4302,66.1649,10885,12288.000000,2018.442993,29.1572,67.8568,job.na.out
14,3,2,16,8,8,8,8,8,8,8,AVX2,OLD,12345,1320,3072,12582912,11446,12288.000000,2086.031006,29.6665,69.0421,11446,12288.000000,2037.328979,30.3757,70.6926,job.na.out
15,3,2,16,8,8,8,8,8,8,8,AVX2,OLD,12345,1320,3072,12582912,11664,12288.000000,2086.522949,30.2244,70.3405,11664,12288.000000,2011.051025,31.3587,72.9803,job.na.out
16,3,2,16,8,8,8,8,8,8,8,AVX2,OLD,12345,1320,3072,12582912,12858,12288.000000,2198.094971,31.6272,73.6051,12858,12288.000000,2128.843018,32.6561,75.9995,job.na.out
13,3,2,18,8,8,8,9,8,8,8,AVX2,OLD,12345,1320,3072,14155776,10221,13824.000000,2072.971924,29.9907,69.7965,10221,13824.000000,2028.144043,30.6536,71.3392,job.na.out
14,3,2,18,8,8,8,9,8,8,8,AVX2,OLD,12345,1320,3072,14155776,10778,13824.000000,2112.449951,31.034,72.2246,10778,13824.000000,2054.839111,31.9041,74.2496,job.na.out
15,3,2,18,8,8,8,9,8,8,8,AVX2,OLD,12345,1320,3072,14155776,10772,13824.000000,2052.664062,31.9201,74.2869,11989,13824.000000,2196.346924,33.2023,77.2709,job.na.out
16,3,2,18,8,8,8,9,8,8,8,AVX2,OLD,12345,1320,3072,14155776,11205,13824.000000,2045.659058,33.3169,77.5376,12466,13824.000000,2196.558105,34.52,80.3375,job.na.out
13,3,2,20,8,8,8,10,8,8,8,AVX2,OLD,12345,1320,3072,15728640,9633,15360.000000,2098.141113,31.0292,72.2134,9633,15360.000000,2053.229980,31.7079,73.793,job.na.out
14,3,2,20,8,8,8,10,8,8,8,AVX2,OLD,12345,1320,3072,15728640,9977,15360.000000,2069.472900,32.5825,75.8283,9977,15360.000000,2022.157959,33.3449,77.6026,job.na.out
15,3,2,20,8,8,8,10,8,8,8,AVX2,OLD,12345,1320,3072,15728640,10191,15360.000000,2038.911011,33.7802,78.6158,11283,15360.000000,2197.641113,34.6986,80.7531,job.na.out
16,3,2,20,8,8,8,10,8,8,8,AVX2,OLD,12345,1320,3072,15728640,10395,15360.000000,2002.704956,35.0793,81.6392,11755,15360.000000,2197.468018,36.153,84.1378,job.na.out
13,3,2,22,8,8,8,11,8,8,8,AVX2,OLD,12345,1320,3072,17301504,9138,16896.000000,2091.792969,32.4765,75.5816,9138,16896.000000,2059.811035,32.9807,76.7552,job.na.out
14,3,2,22,8,8,8,11,8,8,8,AVX2,OLD,12345,1320,3072,17301504,9570,16896.000000,2114.383057,33.6484,78.3091,9570,16896.000000,2060.125977,34.5346,80.3715,job.na.out
15,3,2,22,8,8,8,11,8,8,8,AVX2,OLD,12345,1320,3072,17301504,9718,16896.000000,2055.024902,35.1558,81.817,9718,16896.000000,2007.635986,35.9856,83.7483,job.na.out
16,3,2,22,8,8,8,11,8,8,8,AVX2,OLD,12345,1320,3072,17301504,9871,16896.000000,2017.740967,36.3691,84.6408,11069,16896.000000,2194.809082,37.4928,87.256,job.na.out
13,3,2,24,8,8,8,12,8,8,8,AVX2,OLD,12345,1320,3072,18874368,8401,18432.000000,2043.400024,33.3429,77.5979,8401,18432.000000,2002.381958,34.0259,79.1875,job.na.out
14,3,2,24,8,8,8,12,8,8,8,AVX2,OLD,12345,1320,3072,18874368,8870,18432.000000,2048.653076,35.114,81.7199,8870,18432.000000,2013.996948,35.7182,83.1261,job.na.out
15,3,2,24,8,8,8,12,8,8,8,AVX2,OLD,12345,1320,3072,18874368,9183,18432.000000,2041.654053,36.4777,84.8936,10106,18432.000000,2195.853027,37.3251,86.8657,job.na.out
16,3,2,24,8,8,8,12,8,8,8,AVX2,OLD,12345,1320,3072,18874368,10257,18432.000000,2200.135010,37.8091,87.9921,10257,18432.000000,2146.831055,38.7479,90.1768,job.na.out
13,3,2,26,8,8,8,13,8,8,8,AVX2,OLD,12345,1320,3072,20447232,8075,19968.000000,2061.871094,34.4087,80.0784,8075,19968.000000,2024.538940,35.0432,81.5551,job.na.out
14,3,2,26,8,8,8,13,8,8,8,AVX2,OLD,12345,1320,3072,20447232,8475,19968.000000,2063.449951,36.0855,83.9809,8475,19968.000000,2029.953003,36.681,85.3667,job.na.out
15,3,2,26,8,8,8,13,8,8,8,AVX2,OLD,12345,1320,3072,20447232,8735,19968.000000,2037.223999,37.6714,87.6715,8735,19968.000000,2000.572021,38.3615,89.2778,job.na.out
16,3,2,26,8,8,8,13,8,8,8,AVX2,OLD,12345,1320,3072,20447232,9759,19968.000000,2198.507080,39,90.7637,9759,19968.000000,2149.558105,39.8881,92.8305,job.na.out
13,3,2,28,8,8,8,14,8,8,8,AVX2,OLD,12345,1320,3072,22020096,7630,21504.000000,2037.916016,35.425,82.4437,7630,21504.000000,2013.603027,35.8528,83.4392,job.na.out
14,3,2,28,8,8,8,14,8,8,8,AVX2,OLD,12345,1320,3072,22020096,7971,21504.000000,2034.217041,37.0755,86.2849,7971,21504.000000,2010.977051,37.504,87.282,job.na.out
15,3,2,28,8,8,8,14,8,8,8,AVX2,OLD,12345,1320,3072,22020096,8286,21504.000000,2029.463989,38.631,89.9048,9122,21504.000000,2192.294922,39.3698,91.6242,job.na.out
16,3,2,28,8,8,8,14,8,8,8,AVX2,OLD,12345,1320,3072,22020096,9322,21504.000000,2187.778076,40.316,93.8264,9322,21504.000000,2145.218994,41.1159,95.6878,job.na.out
13,3,2,30,8,8,8,15,8,8,8,AVX2,OLD,12345,1320,3072,23592960,7525,23040.000000,2099.575928,36.3337,84.5585,7525,23040.000000,2089.937012,36.5013,84.9485,job.na.out
14,3,2,30,8,8,8,15,8,8,8,AVX2,OLD,12345,1320,3072,23592960,7696,23040.000000,2050.364014,38.0513,88.5557,7696,23040.000000,2035.212036,38.3346,89.215,job.na.out
15,3,2,30,8,8,8,15,8,8,8,AVX2,OLD,12345,1320,3072,23592960,8088,23040.000000,2069.270996,39.6241,92.216,8088,23040.000000,2042.364990,40.1461,93.4308,job.na.out
16,3,2,30,8,8,8,15,8,8,8,AVX2,OLD,12345,1320,3072,23592960,8939,23040.000000,2197.456055,41.2386,95.9735,8939,23040.000000,2157.176025,42.0086,97.7655,job.na.out
13,3,2,32,8,8,8,16,8,8,8,AVX2,OLD,12345,1320,3072,25165824,6988,24576.000000,2045.572021,36.9404,85.9705,6988,24576.000000,2037.353027,37.0895,86.3173,job.na.out
14,3,2,32,8,8,8,16,8,8,8,AVX2,OLD,12345,1320,3072,25165824,7467,24576.000000,2082.375977,38.7749,90.2398,7467,24576.000000,2060.742920,39.182,91.1871,job.na.out
15,3,2,32,8,8,8,16,8,8,8,AVX2,OLD,12345,1320,3072,25165824,8217,24576.000000,2199.386963,40.3995,94.0206,8217,24576.000000,2163.167969,41.0759,95.5948,job.na.out
16,3,2,32,8,8,8,16,8,8,8,AVX2,OLD,12345,1320,3072,25165824,8557,24576.000000,2198.674072,42.0847,97.9426,8557,24576.000000,2160.341064,42.8315,99.6805,job.na.out
13,3,2,34,8,8,8,17,8,8,8,AVX2,OLD,12345,1320,3072,26738688,6979,26112.000000,2131.456055,37.6192,87.5502,6979,26112.000000,2127.652100,37.6865,87.7067,job.na.out
14,3,2,34,8,8,8,17,8,8,8,AVX2,OLD,12345,1320,3072,26738688,7083,26112.000000,2067.920898,39.3528,91.5848,7083,26112.000000,2047.607056,39.7433,92.4934,job.na.out
15,3,2,34,8,8,8,17,8,8,8,AVX2,OLD,12345,1320,3072,26738688,7270,26112.000000,2013.771973,41.4779,96.5304,8012,26112.000000,2193.433105,41.9671,97.669,job.na.out
16,3,2,34,8,8,8,17,8,8,8,AVX2,OLD,12345,1320,3072,26738688,8243,26112.000000,2199.686035,43.0544,100.199,8243,26112.000000,2173.933105,43.5644,101.386,job.na.out
13,3,2,36,8,8,8,18,8,8,8,AVX2,OLD,12345,1320,3072,28311552,6563,27648.000000,2088.909912,38.2207,88.9501,6563,27648.000000,2083.634033,38.3175,89.1753,job.na.out
14,3,2,36,8,8,8,18,8,8,8,AVX2,OLD,12345,1320,3072,28311552,6695,27648.000000,2033.160034,40.0586,93.2272,6695,27648.000000,2013.281006,40.4541,94.1477,job.na.out
15,3,2,36,8,8,8,18,8,8,8,AVX2,OLD,12345,1320,3072,28311552,7585,27648.000000,2198.974121,41.9616,97.656,7585,27648.000000,2176.177002,42.4012,98.6791,job.na.out
16,3,2,36,8,8,8,18,8,8,8,AVX2,OLD,12345,1320,3072,28311552,7246,27648.000000,2008.860962,43.8798,102.12,8030,27648.000000,2194.805908,44.5078,103.582,job.na.out
13,3,2,38,8,8,8,19,8,8,8,AVX2,OLD,12345,1320,3072,29884416,6321,29184.000000,2090.677002,38.8236,90.3532,6321,29184.000000,2087.739014,38.8783,90.4804,job.na.out
14,3,2,38,8,8,8,19,8,8,8,AVX2,OLD,12345,1320,3072,29884416,6578,29184.000000,2071.927979,40.7677,94.8777,6578,29184.000000,2060.044922,41.0029,95.425,job.na.out
15,3,2,38,8,8,8,19,8,8,8,AVX2,OLD,12345,1320,3072,29884416,6823,29184.000000,2051.460938,42.708,99.3933,6823,29184.000000,2040.701050,42.9332,99.9173,job.na.out
16,3,2,38,8,8,8,19,8,8,8,AVX2,OLD,12345,1320,3072,29884416,7639,29184.000000,2199.262939,44.6023,103.802,7639,29184.000000,2210.728027,44.3709,103.263,job.na.out
13,3,2,40,8,8,8,20,8,8,8,AVX2,OLD,12345,1320,3072,31457280,5945,30720.000000,2049.663086,39.2052,91.2411,5945,30720.000000,2037.954956,39.4304,91.7653,job.na.out
14,3,2,40,8,8,8,20,8,8,8,AVX2,OLD,12345,1320,3072,31457280,6258,30720.000000,2044.907959,41.3653,96.2682,6258,30720.000000,2040.947021,41.4455,96.4551,job.na.out
15,3,2,40,8,8,8,20,8,8,8,AVX2,OLD,12345,1320,3072,31457280,6586,30720.000000,2061.202881,43.1892,100.513,6586,30720.000000,2040.269043,43.6323,101.544,job.na.out
16,3,2,40,8,8,8,20,8,8,8,AVX2,OLD,12345,1320,3072,31457280,7359,30720.000000,2197.990967,45.255,105.321,7359,30720.000000,2170.809082,45.8217,106.64,job.na.out
13,3,2,42,8,8,8,21,8,8,8,AVX2,OLD,12345,1320,3072,33030144,5706,32256.000000,2038.109985,39.7345,92.4729,5706,32256.000000,2065.768066,39.2025,91.2348,job.na.out
14,3,2,42,8,8,8,21,8,8,8,AVX2,OLD,12345,1320,3072,33030144,5921,32256.000000,2005.682007,41.8983,97.5087,5921,32256.000000,2010.576050,41.7963,97.2714,job.na.out
15,3,2,42,8,8,8,21,8,8,8,AVX2,OLD,12345,1320,3072,33030144,6308,32256.000000,2036.770020,43.9555,102.296,6308,32256.000000,2023.146973,44.2514,102.985,job.na.out
16,3,2,42,8,8,8,21,8,8,8,AVX2,OLD,12345,1320,3072,33030144,6470,32256.000000,2000.069946,45.9116,106.849,7166,32256.000000,2186.417969,46.5165,108.257,job.na.out
13,3,2,44,8,8,8,22,8,8,8,AVX2,OLD,12345,1320,3072,34603008,5531,33792.000000,2044.817993,40.2175,93.5972,5531,33792.000000,2057.141113,39.9766,93.0365,job.na.out
14,3,2,44,8,8,8,22,8,8,8,AVX2,OLD,12345,1320,3072,34603008,5755,33792.000000,2024.000977,42.2767,98.3894,5755,33792.000000,2024.312988,42.2702,98.3743,job.na.out
15,3,2,44,8,8,8,22,8,8,8,AVX2,OLD,12345,1320,3072,34603008,6098,33792.000000,2040.411987,44.4361,103.415,6098,33792.000000,2031.337036,44.6346,103.877,job.na.out
16,3,2,44,8,8,8,22,8,8,8,AVX2,OLD,12345,1320,3072,34603008,6276,33792.000000,2007.256958,46.4886,108.192,6933,33792.000000,2195.041016,46.9618,109.293,job.na.out
13,3,2,46,8,8,8,23,8,8,8,AVX2,OLD,12345,1320,3072,36175872,5291,35328.000000,2027.037964,40.574,94.4267,5291,35328.000000,2031.310059,40.4886,94.2281,job.na.out
14,3,2,46,8,8,8,23,8,8,8,AVX2,OLD,12345,1320,3072,36175872,5615,35328.000000,2033.875000,42.9138,99.8722,5615,35328.000000,2032.727051,42.9381,99.9286,job.na.out
15,3,2,46,8,8,8,23,8,8,8,AVX2,OLD,12345,1320,3072,36175872,5933,35328.000000,2052.051025,44.9426,104.594,5933,35328.000000,2045.046021,45.0965,104.952,job.na.out
16,3,2,46,8,8,8,23,8,8,8,AVX2,OLD,12345,1320,3072,36175872,6670,35328.000000,2198.837891,47.1525,109.737,6670,35328.000000,2176.229004,47.6423,110.877,job.na.out
13,3,2,48,8,8,8,24,8,8,8,AVX2,OLD,12345,1320,3072,37748736,5143,36864.000000,2044.490967,40.8025,94.9585,5143,36864.000000,2074.746094,40.2075,93.5737,job.na.out
14,3,2,48,8,8,8,24,8,8,8,AVX2,OLD,12345,1320,3072,37748736,5517,36864.000000,2079.843018,43.0257,100.132,5517,36864.000000,2084.617920,42.9271,99.9031,job.na.out
15,3,2,48,8,8,8,24,8,8,8,AVX2,OLD,12345,1320,3072,37748736,5608,36864.000000,2001.598022,45.445,105.763,6188,36864.000000,2193.614014,45.7557,106.486,job.na.out
16,3,2,48,8,8,8,24,8,8,8,AVX2,OLD,12345,1320,3072,37748736,6445,36864.000000,2200.905029,47.4982,110.541,6445,36864.000000,2180.029053,47.953,111.6,job.na.out
13,3,2,50,8,8,8,25,8,8,8,AVX2,OLD,12345,1320,3072,39321600,5066,38400.000000,2072.104980,41.3083,96.1357,5066,38400.000000,2075.716064,41.2364,95.9684,job.na.out
14,3,2,50,8,8,8,25,8,8,8,AVX2,OLD,12345,1320,3072,39321600,5682,38400.000000,2200.116943,43.6354,101.552,5682,38400.000000,2200.408936,43.6297,101.538,job.na.out
15,3,2,50,8,8,8,25,8,8,8,AVX2,OLD,12345,1320,3072,39321600,5630,38400.000000,2069.455078,45.966,106.975,5630,38400.000000,2077.074951,45.7973,106.583,job.na.out
16,3,2,50,8,8,8,25,8,8,8,AVX2,OLD,12345,1320,3072,39321600,6263,38400.000000,2200.645996,48.0857,111.909,6263,38400.000000,2181.889893,48.4991,112.871,job.na.out
13,3,2,52,8,8,8,26,8,8,8,AVX2,OLD,12345,1320,3072,40894464,4885,39936.000000,2063.167969,41.6052,96.8266,4885,39936.000000,2061.968018,41.6294,96.8829,job.na.out
14,3,2,52,8,8,8,26,8,8,8,AVX2,OLD,12345,1320,3072,40894464,5104,39936.000000,2040.385010,43.9558,102.297,5104,39936.000000,2050.184082,43.7457,101.808,job.na.out
15,3,2,52,8,8,8,26,8,8,8,AVX2,OLD,12345,1320,3072,40894464,5791,39936.000000,2202.066895,46.2105,107.544,5791,39936.000000,2197.152100,46.3138,107.785,job.na.out
16,3,2,52,8,8,8,26,8,8,8,AVX2,OLD,12345,1320,3072,40894464,6084,39936.000000,2200.607910,48.5807,113.061,6084,39936.000000,2186.974121,48.8836,113.765,job.na.out
13,3,2,54,8,8,8,27,8,8,8,AVX2,OLD,12345,1320,3072,42467328,4631,41472.000000,2013.578979,41.9676,97.67,4631,41472.000000,2025.255981,41.7256,97.1068,job.na.out
14,3,2,54,8,8,8,27,8,8,8,AVX2,OLD,12345,1320,3072,42467328,5358,41472.000000,2198.331055,44.4751,103.506,5358,41472.000000,2209.430908,44.2517,102.986,job.na.out
15,3,2,54,8,8,8,27,8,8,8,AVX2,OLD,12345,1320,3072,42467328,5649,41472.000000,2197.264893,46.9134,109.18,5649,41472.000000,2206.920898,46.7081,108.703,job.na.out
16,3,2,54,8,8,8,27,8,8,8,AVX2,OLD,12345,1320,3072,42467328,5907,41472.000000,2197.611084,49.0483,114.149,5907,41472.000000,2182.065918,49.3977,114.962,job.na.out
13,3,2,56,8,8,8,28,8,8,8,AVX2,OLD,12345,1320,3072,44040192,4615,43008.000000,2057.135986,42.4532,98.8002,4615,43008.000000,2068.732910,42.2152,98.2464,job.na.out
14,3,2,56,8,8,8,28,8,8,8,AVX2,OLD,12345,1320,3072,44040192,5191,43008.000000,2198.670898,44.6779,103.978,5191,43008.000000,2200.461914,44.6415,103.893,job.na.out
15,3,2,56,8,8,8,28,8,8,8,AVX2,OLD,12345,1320,3072,44040192,4999,43008.000000,2009.362061,47.079,109.566,4999,43008.000000,2004.027954,47.2043,109.857,job.na.out
16,3,2,56,8,8,8,28,8,8,8,AVX2,OLD,12345,1320,3072,44040192,5743,43008.000000,2200.284912,49.3926,114.95,5743,43008.000000,2223.342041,48.8804,113.758,job.na.out
13,3,2,58,8,8,8,29,8,8,8,AVX2,OLD,12345,1320,3072,45613056,4471,44544.000000,2057.556885,42.5887,99.1156,4471,44544.000000,2073.760010,42.256,98.3412,job.na.out
14,3,2,58,8,8,8,29,8,8,8,AVX2,OLD,12345,1320,3072,45613056,4731,44544.000000,2056.666992,45.0849,104.925,4731,44544.000000,2062.720947,44.9526,104.617,job.na.out
15,3,2,58,8,8,8,29,8,8,8,AVX2,OLD,12345,1320,3072,45613056,5332,44544.000000,2197.693115,47.5516,110.666,5332,44544.000000,2212.257080,47.2385,109.937,job.na.out
16,3,2,58,8,8,8,29,8,8,8,AVX2,OLD,12345,1320,3072,45613056,5593,44544.000000,2197.930908,49.8738,116.07,5593,44544.000000,2190.288086,50.0479,116.475,job.na.out
13,3,2,60,8,8,8,30,8,8,8,AVX2,OLD,12345,1320,3072,47185920,4350,46080.000000,2058.351074,42.8484,99.72,4350,46080.000000,2076.495117,42.474,98.8487,job.na.out
14,3,2,60,8,8,8,30,8,8,8,AVX2,OLD,12345,1320,3072,47185920,4926,46080.000000,2201.021973,45.3769,105.605,4926,46080.000000,2205.393066,45.287,105.395,job.na.out
15,3,2,60,8,8,8,30,8,8,8,AVX2,OLD,12345,1320,3072,47185920,4782,46080.000000,2030.848022,47.7416,111.108,4782,46080.000000,2027.113037,47.8296,111.313,job.na.out
16,3,2,60,8,8,8,30,8,8,8,AVX2,OLD,12345,1320,3072,47185920,5434,46080.000000,2198.507080,50.1138,116.628,5434,46080.000000,2191.821045,50.2666,116.984,job.na.out
13,3,2,62,8,8,8,31,8,8,8,AVX2,OLD,12345,1320,3072,48758784,4280,47616.000000,2079.583008,43.1194,100.351,4280,47616.000000,2098.881104,42.723,99.428,job.na.out
14,3,2,62,8,8,8,31,8,8,8,AVX2,OLD,12345,1320,3072,48758784,4459,47616.000000,2045.838013,45.6638,106.272,4459,47616.000000,2056.520020,45.4266,105.72,job.na.out
15,3,2,62,8,8,8,31,8,8,8,AVX2,OLD,12345,1320,3072,48758784,4721,47616.000000,2052.806885,48.1827,112.134,4721,47616.000000,2056.134033,48.1048,111.953,job.na.out
16,3,2,62,8,8,8,31,8,8,8,AVX2,OLD,12345,1320,3072,48758784,5311,47616.000000,2198.293945,50.617,117.799,5311,47616.000000,2201.502930,50.5432,117.628,job.na.out
13,3,2,64,8,8,8,32,8,8,8,AVX2,OLD,12345,1320,3072,50331648,4395,49152.000000,2199.274902,43.2189,100.582,4395,49152.000000,2220.010010,42.8152,99.6426,job.na.out
14,3,2,64,8,8,8,32,8,8,8,AVX2,OLD,12345,1320,3072,50331648,4342,49152.000000,2049.879883,45.8095,106.611,4342,49152.000000,2059.413086,45.5974,106.118,job.na.out
15,3,2,64,8,8,8,32,8,8,8,AVX2,OLD,12345,1320,3072,50331648,4922,49152.000000,2200.395020,48.3765,112.585,4922,49152.000000,2202.593018,48.3283,112.473,job.na.out
16,3,2,64,8,8,8,32,8,8,8,AVX2,OLD,12345,1320,3072,50331648,5166,49152.000000,2197.809082,50.8345,118.306,5166,49152.000000,2195.272949,50.8932,118.442,job.na.out
13,3,2,66,8,8,8,33,8,8,8,AVX2,OLD,12345,1320,3072,51904512,3987,50688.000000,2042.479004,43.5358,101.32,3987,50688.000000,2058.642090,43.194,100.524,job.na.out
14,3,2,66,8,8,8,33,8,8,8,AVX2,OLD,12345,1320,3072,51904512,4556,50688.000000,2198.393066,46.2207,107.568,4556,50688.000000,2212.857910,45.9185,106.865,job.na.out
15,3,2,66,8,8,8,33,8,8,8,AVX2,OLD,12345,1320,3072,51904512,4417,50688.000000,2021.858032,48.7231,113.392,4417,50688.000000,2039.000000,48.3134,112.439,job.na.out
16,3,2,66,8,8,8,33,8,8,8,AVX2,OLD,12345,1320,3072,51904512,4625,50688.000000,2014.323975,51.2083,119.176,4625,50688.000000,2024.206055,50.9583,118.594,job.na.out
13,3,2,68,8,8,8,34,8,8,8,AVX2,OLD,12345,1320,3072,53477376,3952,52224.000000,2074.230957,43.7807,101.89,3952,52224.000000,2099.583984,43.252,100.659,job.na.out
14,3,2,68,8,8,8,34,8,8,8,AVX2,OLD,12345,1320,3072,53477376,4099,52224.000000,2034.064941,46.3059,107.766,4099,52224.000000,2040.645020,46.1565,107.419,job.na.out
15,3,2,68,8,8,8,34,8,8,8,AVX2,OLD,12345,1320,3072,53477376,4668,52224.000000,2198.167969,48.797,113.564,4668,52224.000000,2196.498047,48.8341,113.65,job.na.out
16,3,2,68,8,8,8,34,8,8,8,AVX2,OLD,12345,1320,3072,53477376,4932,52224.000000,2197.611084,51.5698,120.017,4932,52224.000000,2200.179932,51.5095,119.877,job.na.out
13,3,2,70,8,8,8,35,8,8,8,AVX2,OLD,12345,1320,3072,55050240,3793,53760.000000,2036.199951,44.063,102.547,3793,53760.000000,2062.900879,43.4927,101.219,job.na.out
14,3,2,70,8,8,8,35,8,8,8,AVX2,OLD,12345,1320,3072,55050240,4348,53760.000000,2199.658936,46.7569,108.816,4348,53760.000000,2215.784912,46.4167,108.024,job.na.out
15,3,2,70,8,8,8,35,8,8,8,AVX2,OLD,12345,1320,3072,55050240,4579,53760.000000,2198.416016,49.2689,114.662,4579,53760.000000,2213.294922,48.9377,113.891,job.na.out
16,3,2,70,8,8,8,35,8,8,8,AVX2,OLD,12345,1320,3072,55050240,4819,53760.000000,2200.801025,51.795,120.541,4819,53760.000000,2200.915039,51.7923,120.535,job.na.out
13,3,2,72,8,8,8,36,8,8,8,AVX2,OLD,12345,1320,3072,56623104,3994,55296.000000,2197.993896,44.2108,102.89,3994,55296.000000,2224.090088,43.692,101.683,job.na.out
14,3,2,72,8,8,8,36,8,8,8,AVX2,OLD,12345,1320,3072,56623104,4229,55296.000000,2192.958984,46.9195,109.195,4229,55296.000000,2205.618896,46.6502,108.568,job.na.out
15,3,2,72,8,8,8,36,8,8,8,AVX2,OLD,12345,1320,3072,56623104,4454,55296.000000,2197.268066,49.3189,114.779,4454,55296.000000,2197.054932,49.3237,114.79,job.na.out
16,3,2,72,8,8,8,36,8,8,8,AVX2,OLD,12345,1320,3072,56623104,4696,55296.000000,2197.361084,51.9964,121.01,4696,55296.000000,2195.252930,52.0463,121.126,job.na.out
13,3,2,74,8,8,8,37,8,8,8,AVX2,OLD,12345,1320,3072,58195968,3899,56832.000000,2196.410889,44.39,103.308,3899,56832.000000,2228.301025,43.7547,101.829,job.na.out
14,3,2,74,8,8,8,37,8,8,8,AVX2,OLD,12345,1320,3072,58195968,3799,56832.000000,2014.208984,47.164,109.763,3799,56832.000000,2029.831055,46.801,108.919,job.na.out
15,3,2,74,8,8,8,37,8,8,8,AVX2,OLD,12345,1320,3072,58195968,4377,56832.000000,2197.231934,49.8134,115.929,4377,56832.000000,2207.172119,49.5891,115.407,job.na.out
16,3,2,74,8,8,8,37,8,8,8,AVX2,OLD,12345,1320,3072,58195968,4609,56832.000000,2198.808105,52.4161,121.987,4609,56832.000000,2212.135010,52.1004,121.252,job.na.out
13,3,2,76,8,8,8,38,8,8,8,AVX2,OLD,12345,1320,3072,59768832,3511,58368.000000,2024.141968,44.5469,103.673,3511,58368.000000,2046.333984,44.0638,102.548,job.na.out
