omp_thrd,Gauge_group,MPI_size,GLB_T,GLB_X,GLB_Y,GLB_Z,LOC_T,LOC_X,LOC_Y,LOC_Z,algb_kernel,geom_type,RLXD,SITE_FLOP,SITE_BYTE,Dirc_Data_Mov,Dphi-Reps,Dphi_KB,Dphi_msec,Dphi_GFLOPS,Dphi_BAND,Fused_Reps,Fused_KB,Fused_msec,Fused_GFLOPS,Fused_BAND,Job_Output
32,3,2,16,8,8,8,8,8,8,8,MACRO,OLD,12345,1320,3072,12582912,19492,12288.000000,2181.712891,48.3051,112.419,19492,12288.000000,2002.349976,52.6321,122.489,job.na.out
26,3,2,18,8,8,8,9,8,8,8,MACRO,OLD,12345,1320,3072,14155776,18407,13824.000000,2198.096924,50.9357,118.541,18407,13824.000000,2127.427002,52.6277,122.479,job.na.out
27,3,2,18,8,8,8,9,8,8,8,MACRO,OLD,12345,1320,3072,14155776,18385,13824.000000,2200.729004,50.814,118.258,18385,13824.000000,2092.000000,53.455,124.404,job.na.out
28,3,2,18,8,8,8,9,8,8,8,MACRO,OLD,12345,1320,3072,14155776,18699,13824.000000,2257.689941,50.3779,117.243,18699,13824.000000,2129.835938,53.4021,124.281,job.na.out
29,3,2,18,8,8,8,9,8,8,8,MACRO,OLD,12345,1320,3072,14155776,18557,13824.000000,2161.006104,52.2322,121.559,18557,13824.000000,2053.992920,54.9535,127.892,job.na.out
30,3,2,18,8,8,8,9,8,8,8,MACRO,OLD,12345,1320,3072,14155776,18406,13824.000000,2201.781982,50.8477,118.337,18406,13824.000000,2042.770020,54.8058,127.548,job.na.out
31,3,2,18,8,8,8,9,8,8,8,MACRO,OLD,12345,1320,3072,14155776,18644,13824.000000,2199.375000,51.5616,119.998,18644,13824.000000,2034.675049,55.7353,129.711,job.na.out
32,3,2,18,8,8,8,9,8,8,8,MACRO,OLD,12345,1320,3072,14155776,19157,13824.000000,2181.645020,53.4109,124.302,19157,13824.000000,2026.828979,57.4906,133.796,job.na.out
26,3,2,20,8,8,8,10,8,8,8,MACRO,OLD,12345,1320,3072,15728640,17065,15360.000000,2210.810059,52.1673,121.408,17065,15360.000000,2113.602051,54.5666,126.991,job.na.out
27,3,2,20,8,8,8,10,8,8,8,MACRO,OLD,12345,1320,3072,15728640,17378,15360.000000,2246.264893,52.2857,121.683,17378,15360.000000,2110.384033,55.6522,129.518,job.na.out
28,3,2,20,8,8,8,10,8,8,8,MACRO,OLD,12345,1320,3072,15728640,17328,15360.000000,2209.472900,53.0034,123.353,17328,15360.000000,2084.456055,56.1823,130.752,job.na.out
29,3,2,20,8,8,8,10,8,8,8,MACRO,OLD,12345,1320,3072,15728640,17621,15360.000000,2208.104004,53.933,125.517,17621,15360.000000,2071.527100,57.4889,133.792,job.na.out
30,3,2,20,8,8,8,10,8,8,8,MACRO,OLD,12345,1320,3072,15728640,17802,15360.000000,2203.977051,54.5891,127.044,17802,15360.000000,2069.729980,58.1298,135.284,job.na.out
31,3,2,20,8,8,8,10,8,8,8,MACRO,OLD,12345,1320,3072,15728640,17889,15360.000000,2195.226074,55.0745,128.173,17889,15360.000000,2049.787109,58.9822,137.268,job.na.out
32,3,2,20,8,8,8,10,8,8,8,MACRO,OLD,12345,1320,3072,15728640,18426,15360.000000,2208.304932,56.3918,131.239,18426,15360.000000,2070.898926,60.1334,139.947,job.na.out
26,3,2,22,8,8,8,11,8,8,8,MACRO,OLD,12345,1320,3072,17301504,16591,16896.000000,2192.814941,56.248,130.904,16591,16896.000000,2116.736084,58.2697,135.609,job.na.out
27,3,2,22,8,8,8,11,8,8,8,MACRO,OLD,12345,1320,3072,17301504,16460,16896.000000,2205.326904,55.4873,129.134,16460,16896.000000,2080.263916,58.8231,136.897,job.na.out
28,3,2,22,8,8,8,11,8,8,8,MACRO,OLD,12345,1320,3072,17301504,16632,16896.000000,2202.178955,56.1472,130.67,16632,16896.000000,2074.287109,59.609,138.727,job.na.out
29,3,2,22,8,8,8,11,8,8,8,MACRO,OLD,12345,1320,3072,17301504,16944,16896.000000,2154.652100,58.4622,136.058,16944,16896.000000,2036.776978,61.8456,143.932,job.na.out
30,3,2,22,8,8,8,11,8,8,8,MACRO,OLD,12345,1320,3072,17301504,16897,16896.000000,2201.658936,57.0553,132.783,16897,16896.000000,2054.839111,61.132,142.271,job.na.out
31,3,2,22,8,8,8,11,8,8,8,MACRO,OLD,12345,1320,3072,17301504,17156,16896.000000,2201.835938,57.9252,134.808,17156,16896.000000,2043.770020,62.4052,145.234,job.na.out
32,3,2,22,8,8,8,11,8,8,8,MACRO,OLD,12345,1320,3072,17301504,17722,16896.000000,2222.611084,59.2769,137.954,17722,16896.000000,2076.458008,63.4492,147.664,job.na.out
26,3,2,24,8,8,8,12,8,8,8,MACRO,OLD,12345,1320,3072,18874368,15522,18432.000000,2197.748047,57.2789,133.304,15522,18432.000000,2088.491943,60.2754,140.277,job.na.out
27,3,2,24,8,8,8,12,8,8,8,MACRO,OLD,12345,1320,3072,18874368,15700,18432.000000,2182.145020,58.35,135.796,15700,18432.000000,2071.066895,61.4795,143.08,job.na.out
28,3,2,24,8,8,8,12,8,8,8,MACRO,OLD,12345,1320,3072,18874368,15976,18432.000000,2198.208008,58.9419,137.174,15976,18432.000000,2056.498047,63.0035,146.626,job.na.out
29,3,2,24,8,8,8,12,8,8,8,MACRO,OLD,12345,1320,3072,18874368,16200,18432.000000,2197.748047,59.7809,139.126,16200,18432.000000,2075.239014,63.31,147.34,job.na.out
30,3,2,24,8,8,8,12,8,8,8,MACRO,OLD,12345,1320,3072,18874368,16534,18432.000000,2215.931885,60.5127,140.83,16534,18432.000000,2073.516113,64.6689,150.502,job.na.out
31,3,2,24,8,8,8,12,8,8,8,MACRO,OLD,12345,1320,3072,18874368,16951,18432.000000,2202.068115,62.4295,145.29,16951,18432.000000,2054.107910,66.9264,155.756,job.na.out
32,3,2,24,8,8,8,12,8,8,8,MACRO,OLD,12345,1320,3072,18874368,16909,18432.000000,2175.611084,63.0321,146.693,16909,18432.000000,2013.928955,68.0924,158.47,job.na.out
26,3,2,26,8,8,8,13,8,8,8,MACRO,OLD,12345,1320,3072,20447232,15402,19968.000000,2203.159912,61.4212,142.944,15402,19968.000000,2122.892090,63.7436,148.349,job.na.out
27,3,2,26,8,8,8,13,8,8,8,MACRO,OLD,12345,1320,3072,20447232,15241,19968.000000,2198.072021,60.9198,141.777,15241,19968.000000,2105.085938,63.6108,148.04,job.na.out
28,3,2,26,8,8,8,13,8,8,8,MACRO,OLD,12345,1320,3072,20447232,15691,19968.000000,2198.739014,62.6995,145.919,15691,19968.000000,2087.250977,66.0485,153.713,job.na.out
29,3,2,26,8,8,8,13,8,8,8,MACRO,OLD,12345,1320,3072,20447232,15750,19968.000000,2173.908936,63.6541,148.14,15750,19968.000000,2053.355957,67.3913,156.838,job.na.out
30,3,2,26,8,8,8,13,8,8,8,MACRO,OLD,12345,1320,3072,20447232,15869,19968.000000,2161.222900,64.5115,150.136,15869,19968.000000,2026.838013,68.7888,160.09,job.na.out
31,3,2,26,8,8,8,13,8,8,8,MACRO,OLD,12345,1320,3072,20447232,16359,19968.000000,2201.825928,65.2771,151.918,16359,19968.000000,2050.948975,70.0792,163.093,job.na.out
32,3,2,26,8,8,8,13,8,8,8,MACRO,OLD,12345,1320,3072,20447232,16136,19968.000000,2201.035889,64.4104,149.901,16136,19968.000000,2038.942017,69.531,161.818,job.na.out
26,3,2,28,8,8,8,14,8,8,8,MACRO,OLD,12345,1320,3072,22020096,14706,21504.000000,2186.229980,63.6459,148.121,14706,21504.000000,2143.541992,64.9134,151.071,job.na.out
27,3,2,28,8,8,8,14,8,8,8,MACRO,OLD,12345,1320,3072,22020096,14989,21504.000000,2224.251953,63.7618,148.391,14989,21504.000000,2130.853027,66.5566,154.895,job.na.out
28,3,2,28,8,8,8,14,8,8,8,MACRO,OLD,12345,1320,3072,22020096,14838,21504.000000,2198.345947,63.8633,148.627,14838,21504.000000,2064.799072,67.9938,158.24,job.na.out
29,3,2,28,8,8,8,14,8,8,8,MACRO,OLD,12345,1320,3072,22020096,15191,21504.000000,2212.131104,64.9752,151.215,15191,21504.000000,2088.687988,68.8153,160.152,job.na.out
30,3,2,28,8,8,8,14,8,8,8,MACRO,OLD,12345,1320,3072,22020096,15546,21504.000000,2205.696045,66.6876,155.2,15546,21504.000000,2068.342041,71.1161,165.507,job.na.out
31,3,2,28,8,8,8,14,8,8,8,MACRO,OLD,12345,1320,3072,22020096,15417,21504.000000,2188.490967,66.6541,155.122,15417,21504.000000,2024.409058,72.0566,167.695,job.na.out
32,3,2,28,8,8,8,14,8,8,8,MACRO,OLD,12345,1320,3072,22020096,16097,21504.000000,2206.635010,69.0218,160.633,16097,21504.000000,2060.631104,73.9123,172.014,job.na.out
26,3,2,30,8,8,8,15,8,8,8,MACRO,OLD,12345,1320,3072,23592960,14184,23040.000000,2177.662109,66.0303,153.671,14184,23040.000000,2136.561035,67.3005,156.627,job.na.out
27,3,2,30,8,8,8,15,8,8,8,MACRO,OLD,12345,1320,3072,23592960,14131,23040.000000,2199.943115,65.1173,151.546,14131,23040.000000,2099.352051,68.2374,158.807,job.na.out
28,3,2,30,8,8,8,15,8,8,8,MACRO,OLD,12345,1320,3072,23592960,14480,23040.000000,2212.992920,66.3321,154.373,14480,23040.000000,2101.186035,69.8617,162.587,job.na.out
29,3,2,30,8,8,8,15,8,8,8,MACRO,OLD,12345,1320,3072,23592960,14692,23040.000000,2219.508057,67.1057,156.173,14692,23040.000000,2096.249023,71.0515,165.356,job.na.out
30,3,2,30,8,8,8,15,8,8,8,MACRO,OLD,12345,1320,3072,23592960,14865,23040.000000,2169.437988,69.4629,161.659,14865,23040.000000,2046.889038,73.6217,171.338,job.na.out
31,3,2,30,8,8,8,15,8,8,8,MACRO,OLD,12345,1320,3072,23592960,15264,23040.000000,2205.217041,70.1701,163.305,15264,23040.000000,2073.344971,74.6332,173.692,job.na.out
32,3,2,30,8,8,8,15,8,8,8,MACRO,OLD,12345,1320,3072,23592960,15301,23040.000000,2179.978027,71.1546,165.596,15301,23040.000000,2036.629028,76.1628,177.252,job.na.out
26,3,2,32,8,8,8,16,8,8,8,MACRO,OLD,12345,1320,3072,25165824,13723,24576.000000,2204.883057,67.3019,156.63,13723,24576.000000,2148.198975,69.0778,160.763,job.na.out
27,3,2,32,8,8,8,16,8,8,8,MACRO,OLD,12345,1320,3072,25165824,13677,24576.000000,2203.381104,67.122,156.211,13677,24576.000000,2101.417969,70.3789,163.791,job.na.out
28,3,2,32,8,8,8,16,8,8,8,MACRO,OLD,12345,1320,3072,25165824,13928,24576.000000,2202.941895,68.3675,159.11,13928,24576.000000,2094.436035,71.9094,167.353,job.na.out
29,3,2,32,8,8,8,16,8,8,8,MACRO,OLD,12345,1320,3072,25165824,14033,24576.000000,2188.864014,69.3259,161.34,14033,24576.000000,2073.287109,73.1905,170.334,job.na.out
30,3,2,32,8,8,8,16,8,8,8,MACRO,OLD,12345,1320,3072,25165824,14285,24576.000000,2208.023926,69.9585,162.812,14285,24576.000000,2075.791016,74.415,173.184,job.na.out
31,3,2,32,8,8,8,16,8,8,8,MACRO,OLD,12345,1320,3072,25165824,14672,24576.000000,2180.404053,72.7639,169.342,14672,24576.000000,2062.033936,76.9409,179.063,job.na.out
32,3,2,32,8,8,8,16,8,8,8,MACRO,OLD,12345,1320,3072,25165824,14694,24576.000000,2207.620117,71.9747,167.505,14694,24576.000000,2052.940918,77.3976,180.125,job.na.out
26,3,2,34,8,8,8,17,8,8,8,MACRO,OLD,12345,1320,3072,26738688,13096,26112.000000,2201.450928,68.3475,159.063,13096,26112.000000,2130.476074,70.6244,164.362,job.na.out
27,3,2,34,8,8,8,17,8,8,8,MACRO,OLD,12345,1320,3072,26738688,13121,26112.000000,2194.969971,68.6801,159.837,13121,26112.000000,2090.322998,72.1184,167.839,job.na.out
28,3,2,34,8,8,8,17,8,8,8,MACRO,OLD,12345,1320,3072,26738688,13690,26112.000000,2198.399902,71.5467,166.509,13690,26112.000000,2109.459961,74.5633,173.529,job.na.out
29,3,2,34,8,8,8,17,8,8,8,MACRO,OLD,12345,1320,3072,26738688,13622,26112.000000,2195.225098,71.2943,165.921,13622,26112.000000,2086.988037,74.9918,174.526,job.na.out
30,3,2,34,8,8,8,17,8,8,8,MACRO,OLD,12345,1320,3072,26738688,13867,26112.000000,2210.041016,72.09,167.773,13867,26112.000000,2096.521973,75.9934,176.857,job.na.out
31,3,2,34,8,8,8,17,8,8,8,MACRO,OLD,12345,1320,3072,26738688,14272,26112.000000,2236.374023,73.3218,170.64,14272,26112.000000,2107.686035,77.7986,181.059,job.na.out
32,3,2,34,8,8,8,17,8,8,8,MACRO,OLD,12345,1320,3072,26738688,14294,26112.000000,2202.530029,74.5632,173.529,14294,26112.000000,2066.676025,79.4647,184.936,job.na.out
26,3,2,36,8,8,8,18,8,8,8,MACRO,OLD,12345,1320,3072,28311552,12638,27648.000000,2221.290039,69.2133,161.078,12638,27648.000000,2130.280029,72.1702,167.96,job.na.out
27,3,2,36,8,8,8,18,8,8,8,MACRO,OLD,12345,1320,3072,28311552,12763,27648.000000,2196.987061,70.6711,164.471,12763,27648.000000,2096.633057,74.0537,172.343,job.na.out
28,3,2,36,8,8,8,18,8,8,8,MACRO,OLD,12345,1320,3072,28311552,13087,27648.000000,2204.086914,72.2317,168.103,13087,27648.000000,2109.202881,75.4811,175.665,job.na.out
29,3,2,36,8,8,8,18,8,8,8,MACRO,OLD,12345,1320,3072,28311552,13494,27648.000000,2205.809082,74.4199,173.195,13494,27648.000000,2113.139893,77.6835,180.791,job.na.out
30,3,2,36,8,8,8,18,8,8,8,MACRO,OLD,12345,1320,3072,28311552,13244,27648.000000,2193.012939,73.4674,170.979,13244,27648.000000,2054.725098,78.4119,182.486,job.na.out
31,3,2,36,8,8,8,18,8,8,8,MACRO,OLD,12345,1320,3072,28311552,13616,27648.000000,2183.670898,75.854,176.533,13616,27648.000000,2049.031006,80.8383,188.133,job.na.out
32,3,2,36,8,8,8,18,8,8,8,MACRO,OLD,12345,1320,3072,28311552,14083,27648.000000,2199.968994,77.8745,181.235,14083,27648.000000,2092.245117,81.884,190.566,job.na.out
26,3,2,38,8,8,8,19,8,8,8,MACRO,OLD,12345,1320,3072,29884416,12406,29184.000000,2202.646973,72.3243,168.318,12406,29184.000000,2142.052979,74.3702,173.08,job.na.out
27,3,2,38,8,8,8,19,8,8,8,MACRO,OLD,12345,1320,3072,29884416,12397,29184.000000,2192.095947,72.6197,169.006,12397,29184.000000,2102.718994,75.7064,176.19,job.na.out
28,3,2,38,8,8,8,19,8,8,8,MACRO,OLD,12345,1320,3072,29884416,12637,29184.000000,2187.575928,74.1786,172.634,12637,29184.000000,2105.000000,77.0885,179.406,job.na.out
29,3,2,38,8,8,8,19,8,8,8,MACRO,OLD,12345,1320,3072,29884416,12790,29184.000000,2204.282959,74.5076,173.4,12790,29184.000000,2089.259033,78.6096,182.946,job.na.out
30,3,2,38,8,8,8,19,8,8,8,MACRO,OLD,12345,1320,3072,29884416,12919,29184.000000,2176.551025,76.218,177.38,12919,29184.000000,2068.163086,80.2124,186.676,job.na.out
31,3,2,38,8,8,8,19,8,8,8,MACRO,OLD,12345,1320,3072,29884416,13400,29184.000000,2197.794922,78.2916,182.206,13400,29184.000000,2092.293945,82.2393,191.393,job.na.out
32,3,2,38,8,8,8,19,8,8,8,MACRO,OLD,12345,1320,3072,29884416,13403,29184.000000,2206.458984,78.0016,181.531,13403,29184.000000,2070.437988,83.1261,193.457,job.na.out
26,3,2,40,8,8,8,20,8,8,8,MACRO,OLD,12345,1320,3072,31457280,11963,30720.000000,2199.024902,73.5333,171.132,11963,30720.000000,2132.270020,75.8354,176.49,job.na.out
27,3,2,40,8,8,8,20,8,8,8,MACRO,OLD,12345,1320,3072,31457280,12222,30720.000000,2223.906982,74.2847,172.881,12222,30720.000000,2142.291016,77.1148,179.467,job.na.out
28,3,2,40,8,8,8,20,8,8,8,MACRO,OLD,12345,1320,3072,31457280,12433,30720.000000,2201.670898,76.3304,177.642,12433,30720.000000,2118.677979,79.3204,184.6,job.na.out
29,3,2,40,8,8,8,20,8,8,8,MACRO,OLD,12345,1320,3072,31457280,12457,30720.000000,2208.646973,76.2362,177.422,12457,30720.000000,2094.198975,80.4025,187.118,job.na.out
30,3,2,40,8,8,8,20,8,8,8,MACRO,OLD,12345,1320,3072,31457280,12653,30720.000000,2204.769043,77.5719,180.531,12653,30720.000000,2083.093018,82.1029,191.076,job.na.out
31,3,2,40,8,8,8,20,8,8,8,MACRO,OLD,12345,1320,3072,31457280,12827,30720.000000,2197.309082,78.9056,183.635,12827,30720.000000,2077.037109,83.4747,194.268,job.na.out
32,3,2,40,8,8,8,20,8,8,8,MACRO,OLD,12345,1320,3072,31457280,13004,30720.000000,2197.435059,79.9898,186.158,13004,30720.000000,2042.139038,86.0727,200.315,job.na.out
26,3,2,42,8,8,8,21,8,8,8,MACRO,OLD,12345,1320,3072,33030144,11536,32256.000000,2204.573975,74.2666,172.839,11536,32256.000000,2151.458984,76.1001,177.106,job.na.out
27,3,2,42,8,8,8,21,8,8,8,MACRO,OLD,12345,1320,3072,33030144,11755,32256.000000,2204.350098,75.6842,176.138,11755,32256.000000,2134.507080,78.1607,181.901,job.na.out
28,3,2,42,8,8,8,21,8,8,8,MACRO,OLD,12345,1320,3072,33030144,12085,32256.000000,2204.415039,77.8066,181.077,12085,32256.000000,2141.404053,80.0961,186.405,job.na.out
29,3,2,42,8,8,8,21,8,8,8,MACRO,OLD,12345,1320,3072,33030144,12175,32256.000000,2211.481934,78.1356,181.843,12175,32256.000000,2114.094971,81.7349,190.219,job.na.out
30,3,2,42,8,8,8,21,8,8,8,MACRO,OLD,12345,1320,3072,33030144,12368,32256.000000,2190.436035,80.1368,186.5,12368,32256.000000,2094.450928,83.8094,195.047,job.na.out
31,3,2,42,8,8,8,21,8,8,8,MACRO,OLD,12345,1320,3072,33030144,12537,32256.000000,2198.069092,80.9497,188.392,12537,32256.000000,2084.731934,85.3506,198.634,job.na.out
32,3,2,42,8,8,8,21,8,8,8,MACRO,OLD,12345,1320,3072,33030144,12856,32256.000000,2198.076904,83.0092,193.185,12856,32256.000000,2087.584961,87.4027,203.41,job.na.out
26,3,2,44,8,8,8,22,8,8,8,MACRO,OLD,12345,1320,3072,34603008,11097,33792.000000,2196.388916,75.1213,174.828,11097,33792.000000,2116.228027,77.9668,181.45,job.na.out
27,3,2,44,8,8,8,22,8,8,8,MACRO,OLD,12345,1320,3072,34603008,11316,33792.000000,2197.311035,76.5716,178.203,11316,33792.000000,2110.027100,79.7391,185.575,job.na.out
28,3,2,44,8,8,8,22,8,8,8,MACRO,OLD,12345,1320,3072,34603008,11536,33792.000000,2198.143066,78.0308,181.599,11536,33792.000000,2103.093994,81.5574,189.806,job.na.out
29,3,2,44,8,8,8,22,8,8,8,MACRO,OLD,12345,1320,3072,34603008,11827,33792.000000,2203.160889,79.8169,185.756,11827,33792.000000,2104.089111,83.5751,194.502,job.na.out
30,3,2,44,8,8,8,22,8,8,8,MACRO,OLD,12345,1320,3072,34603008,11949,33792.000000,2197.678955,80.8414,188.14,11949,33792.000000,2080.951904,85.3761,198.693,job.na.out
31,3,2,44,8,8,8,22,8,8,8,MACRO,OLD,12345,1320,3072,34603008,12121,33792.000000,2204.966064,81.7341,190.217,12121,33792.000000,2089.683105,86.2431,200.711,job.na.out
32,3,2,44,8,8,8,22,8,8,8,MACRO,OLD,12345,1320,3072,34603008,12319,33792.000000,2197.305908,83.3588,193.999,12319,33792.000000,2069.272949,88.5165,206.002,job.na.out
26,3,2,46,8,8,8,23,8,8,8,MACRO,OLD,12345,1320,3072,36175872,10997,35328.000000,2217.843994,77.0753,179.375,10997,35328.000000,2159.310059,79.1646,184.238,job.na.out
27,3,2,46,8,8,8,23,8,8,8,MACRO,OLD,12345,1320,3072,36175872,10932,35328.000000,2188.375977,77.6514,180.716,10932,35328.000000,2105.989014,80.6892,187.786,job.na.out
28,3,2,46,8,8,8,23,8,8,8,MACRO,OLD,12345,1320,3072,36175872,11261,35328.000000,2205.362061,79.3723,184.721,11261,35328.000000,2105.475098,83.1378,193.484,job.na.out
29,3,2,46,8,8,8,23,8,8,8,MACRO,OLD,12345,1320,3072,36175872,11410,35328.000000,2202.288086,80.5347,187.426,11410,35328.000000,2096.700928,84.5904,196.865,job.na.out
30,3,2,46,8,8,8,23,8,8,8,MACRO,OLD,12345,1320,3072,36175872,11638,35328.000000,2199.269043,82.2568,191.434,11638,35328.000000,2094.334961,86.3782,201.026,job.na.out
